ordernumber,orderlinenumber,orderdate,shippeddate,requireddate,customernumber,employeenumber,productcode,status,comments,quantityordered,priceeach,sales_amount,days_to_ship,days_required
10289,2,2004-09-03,2004-09-04,2004-09-13,167,1504,S18_1342,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,38,92.47,3513.86,1.0,10
10289,3,2004-09-03,2004-09-04,2004-09-13,167,1504,S18_2795,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,43,141.75,6095.25,1.0,10
10289,4,2004-09-03,2004-09-04,2004-09-13,167,1504,S24_2022,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,45,41.22,1854.9,1.0,10
10290,1,2004-09-07,2004-09-13,2004-09-15,198,1216,S24_4258,Shipped,Sin comentarios,45,83.76,3769.2,6.0,8
10290,2,2004-09-07,2004-09-13,2004-09-15,198,1216,S18_3320,Shipped,Sin comentarios,26,80.36,2089.36,6.0,8
10291,1,2004-09-08,2004-09-14,2004-09-17,448,1504,S24_2300,Shipped,Sin comentarios,48,109.9,5275.2,6.0,9
10291,2,2004-09-08,2004-09-14,2004-09-17,448,1504,S18_2432,Shipped,Sin comentarios,26,52.26,1358.76,6.0,9
10291,3,2004-09-08,2004-09-14,2004-09-17,448,1504,S32_1268,Shipped,Sin comentarios,26,82.83,2153.58,6.0,9
10291,4,2004-09-08,2004-09-14,2004-09-17,448,1504,S10_4962,Shipped,Sin comentarios,30,141.83,4254.9,6.0,9
10291,5,2004-09-08,2004-09-14,2004-09-17,448,1504,S18_4600,Shipped,Sin comentarios,48,96.86,4649.28,6.0,9
10291,6,2004-09-08,2004-09-14,2004-09-17,448,1504,S700_2824,Shipped,Sin comentarios,28,86.99,2435.72,6.0,9
10291,7,2004-09-08,2004-09-14,2004-09-17,448,1504,S32_3522,Shipped,Sin comentarios,32,53.0,1696.0,6.0,9
10291,8,2004-09-08,2004-09-14,2004-09-17,448,1504,S12_1666,Shipped,Sin comentarios,41,123.0,5043.0,6.0,9
10291,9,2004-09-08,2004-09-14,2004-09-17,448,1504,S18_4668,Shipped,Sin comentarios,29,45.28,1313.12,6.0,9
10291,10,2004-09-08,2004-09-14,2004-09-17,448,1504,S18_1097,Shipped,Sin comentarios,41,96.84,3970.44,6.0,9
10291,11,2004-09-08,2004-09-14,2004-09-17,448,1504,S10_1949,Shipped,Sin comentarios,37,210.01,7770.37,6.0,9
10291,12,2004-09-08,2004-09-14,2004-09-17,448,1504,S18_2949,Shipped,Sin comentarios,47,99.28,4666.16,6.0,9
10291,13,2004-09-08,2004-09-14,2004-09-17,448,1504,S18_3136,Shipped,Sin comentarios,23,93.2,2143.6,6.0,9
10291,14,2004-09-08,2004-09-14,2004-09-17,448,1504,S18_2957,Shipped,Sin comentarios,37,56.21,2079.77,6.0,9
10292,1,2004-09-08,2004-09-11,2004-09-18,131,1323,S50_1514,Shipped,They want to reevaluate their terms agreement with Finance.,35,49.79,1742.65,3.0,10
10292,2,2004-09-08,2004-09-11,2004-09-18,131,1323,S18_4027,Shipped,They want to reevaluate their terms agreement with Finance.,44,114.9,5055.6,3.0,10
10292,3,2004-09-08,2004-09-11,2004-09-18,131,1323,S32_3207,Shipped,They want to reevaluate their terms agreement with Finance.,31,59.65,1849.15,3.0,10
10292,4,2004-09-08,2004-09-11,2004-09-18,131,1323,S24_4048,Shipped,They want to reevaluate their terms agreement with Finance.,27,113.55,3065.85,3.0,10
10292,5,2004-09-08,2004-09-11,2004-09-18,131,1323,S24_1444,Shipped,They want to reevaluate their terms agreement with Finance.,40,48.55,1942.0,3.0,10
10292,6,2004-09-08,2004-09-11,2004-09-18,131,1323,S50_1392,Shipped,They want to reevaluate their terms agreement with Finance.,41,113.44,4651.04,3.0,10
10292,7,2004-09-08,2004-09-11,2004-09-18,131,1323,S18_2238,Shipped,They want to reevaluate their terms agreement with Finance.,26,140.81,3661.06,3.0,10
10292,8,2004-09-08,2004-09-11,2004-09-18,131,1323,S12_4473,Shipped,They want to reevaluate their terms agreement with Finance.,21,94.8,1990.8,3.0,10
10292,9,2004-09-08,2004-09-11,2004-09-18,131,1323,S24_2840,Shipped,They want to reevaluate their terms agreement with Finance.,39,34.3,1337.7,3.0,10
10292,10,2004-09-08,2004-09-11,2004-09-18,131,1323,S32_2509,Shipped,They want to reevaluate their terms agreement with Finance.,50,54.11,2705.5,3.0,10
10292,11,2004-09-08,2004-09-11,2004-09-18,131,1323,S18_2319,Shipped,They want to reevaluate their terms agreement with Finance.,41,103.09,4226.69,3.0,10
10292,12,2004-09-08,2004-09-11,2004-09-18,131,1323,S18_3232,Shipped,They want to reevaluate their terms agreement with Finance.,21,147.33,3093.93,3.0,10
10293,1,2004-09-09,2004-09-14,2004-09-18,249,1401,S72_3212,Shipped,Sin comentarios,32,51.32,1642.24,5.0,9
10293,2,2004-09-09,2004-09-14,2004-09-18,249,1401,S24_2011,Shipped,Sin comentarios,21,111.83,2348.43,5.0,9
10293,3,2004-09-09,2004-09-14,2004-09-18,249,1401,S18_4522,Shipped,Sin comentarios,49,72.85,3569.65,5.0,9
10293,4,2004-09-09,2004-09-14,2004-09-18,249,1401,S18_3140,Shipped,Sin comentarios,24,110.64,2655.36,5.0,9
10293,5,2004-09-09,2004-09-14,2004-09-18,249,1401,S700_1938,Shipped,Sin comentarios,29,77.95,2260.55,5.0,9
10293,6,2004-09-09,2004-09-14,2004-09-18,249,1401,S18_3259,Shipped,Sin comentarios,22,91.76,2018.72,5.0,9
10293,7,2004-09-09,2004-09-14,2004-09-18,249,1401,S12_3891,Shipped,Sin comentarios,45,171.29,7708.05,5.0,9
10293,8,2004-09-09,2004-09-14,2004-09-18,249,1401,S12_1108,Shipped,Sin comentarios,46,187.02,8602.92,5.0,9
10293,9,2004-09-09,2004-09-14,2004-09-18,249,1401,S12_3148,Shipped,Sin comentarios,24,129.93,3118.32,5.0,9
10294,1,2004-09-10,2004-09-14,2004-09-17,204,1188,S700_3962,Shipped,Sin comentarios,45,98.32,4424.4,4.0,7
10295,1,2004-09-10,2004-09-14,2004-09-17,362,1216,S10_4757,Shipped,They want to reevaluate their terms agreement with Finance.,24,136.0,3264.0,4.0,7
10295,2,2004-09-10,2004-09-14,2004-09-17,362,1216,S700_2610,Shipped,They want to reevaluate their terms agreement with Finance.,44,71.56,3148.64,4.0,7
10295,3,2004-09-10,2004-09-14,2004-09-17,362,1216,S24_3151,Shipped,They want to reevaluate their terms agreement with Finance.,46,84.08,3867.68,4.0,7
10295,4,2004-09-10,2004-09-14,2004-09-17,362,1216,S700_1138,Shipped,They want to reevaluate their terms agreement with Finance.,26,62.0,1612.0,4.0,7
10295,5,2004-09-10,2004-09-14,2004-09-17,362,1216,S700_3505,Shipped,They want to reevaluate their terms agreement with Finance.,34,93.16,3167.44,4.0,7
10296,1,2004-09-15,2004-09-16,2004-09-22,415,1504,S50_1341,Shipped,Sin comentarios,26,41.02,1066.52,1.0,7
10296,2,2004-09-15,2004-09-16,2004-09-22,415,1504,S700_1691,Shipped,Sin comentarios,42,75.81,3184.02,1.0,7
10296,3,2004-09-15,2004-09-16,2004-09-22,415,1504,S700_3167,Shipped,Sin comentarios,22,74.4,1636.8,1.0,7
10296,4,2004-09-15,2004-09-16,2004-09-22,415,1504,S700_2466,Shipped,Sin comentarios,24,96.73,2321.52,1.0,7
10296,5,2004-09-15,2004-09-16,2004-09-22,415,1504,S700_4002,Shipped,Sin comentarios,47,61.44,2887.68,1.0,7
10296,6,2004-09-15,2004-09-16,2004-09-22,415,1504,S24_3949,Shipped,Sin comentarios,32,63.46,2030.72,1.0,7
10296,7,2004-09-15,2004-09-16,2004-09-22,415,1504,S18_1662,Shipped,Sin comentarios,36,146.65,5279.4,1.0,7
10296,8,2004-09-15,2004-09-16,2004-09-22,415,1504,S24_2841,Shipped,Sin comentarios,21,60.97,1280.37,1.0,7
10296,9,2004-09-15,2004-09-16,2004-09-22,415,1504,S24_3420,Shipped,Sin comentarios,31,63.78,1977.18,1.0,7
10296,10,2004-09-15,2004-09-16,2004-09-22,415,1504,S72_1253,Shipped,Sin comentarios,21,46.68,980.28,1.0,7
10296,11,2004-09-15,2004-09-16,2004-09-22,415,1504,S700_2047,Shipped,Sin comentarios,34,89.61,3046.74,1.0,7
10296,12,2004-09-15,2004-09-16,2004-09-22,415,1504,S18_3856,Shipped,Sin comentarios,22,105.87,2329.14,1.0,7
10296,13,2004-09-15,2004-09-16,2004-09-22,415,1504,S18_3029,Shipped,Sin comentarios,21,69.68,1463.28,1.0,7
10296,14,2004-09-15,2004-09-16,2004-09-22,415,1504,S24_3816,Shipped,Sin comentarios,22,83.02,1826.44,1.0,7
10297,1,2004-09-16,2004-09-21,2004-09-22,189,1504,S24_2000,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,32,70.08,2242.56,5.0,6
10297,2,2004-09-16,2004-09-21,2004-09-22,189,1504,S32_1374,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,26,88.9,2311.4,5.0,6
10297,3,2004-09-16,2004-09-21,2004-09-22,189,1504,S700_2834,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,35,111.53,3903.55,5.0,6
10297,4,2004-09-16,2004-09-21,2004-09-22,189,1504,S18_2581,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,25,81.95,2048.75,5.0,6
10297,5,2004-09-16,2004-09-21,2004-09-22,189,1504,S24_4278,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,23,71.73,1649.79,5.0,6
10297,6,2004-09-16,2004-09-21,2004-09-22,189,1504,S24_1785,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,32,107.23,3431.36,5.0,6
10297,7,2004-09-16,2004-09-21,2004-09-22,189,1504,S32_4289,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,28,63.29,1772.12,5.0,6
10298,1,2004-09-27,2004-10-01,2004-10-05,103,1370,S10_2016,Shipped,Sin comentarios,39,105.86,4128.54,4.0,8
10298,2,2004-09-27,2004-10-01,2004-10-05,103,1370,S18_2625,Shipped,Sin comentarios,32,60.57,1938.24,4.0,8
10299,1,2004-09-30,2004-10-01,2004-10-10,186,1501,S24_4620,Shipped,Sin comentarios,32,66.29,2121.28,1.0,10
10299,2,2004-09-30,2004-10-01,2004-10-10,186,1501,S18_4721,Shipped,Sin comentarios,49,119.04,5832.96,1.0,10
10299,3,2004-09-30,2004-10-01,2004-10-10,186,1501,S18_3782,Shipped,Sin comentarios,39,62.17,2424.63,1.0,10
10299,4,2004-09-30,2004-10-01,2004-10-10,186,1501,S32_2206,Shipped,Sin comentarios,24,36.21,869.04,1.0,10
10299,5,2004-09-30,2004-10-01,2004-10-10,186,1501,S50_4713,Shipped,Sin comentarios,44,77.29,3400.76,1.0,10
10299,6,2004-09-30,2004-10-01,2004-10-10,186,1501,S24_2360,Shipped,Sin comentarios,33,58.87,1942.71,1.0,10
10299,7,2004-09-30,2004-10-01,2004-10-10,186,1501,S32_4485,Shipped,Sin comentarios,38,84.7,3218.6,1.0,10
10299,8,2004-09-30,2004-10-01,2004-10-10,186,1501,S12_2823,Shipped,Sin comentarios,24,123.51,2964.24,1.0,10
10299,9,2004-09-30,2004-10-01,2004-10-10,186,1501,S10_1678,Shipped,Sin comentarios,23,76.56,1760.88,1.0,10
10299,10,2004-09-30,2004-10-01,2004-10-10,186,1501,S24_1578,Shipped,Sin comentarios,47,107.07,5032.29,1.0,10
10299,11,2004-09-30,2004-10-01,2004-10-10,186,1501,S10_4698,Shipped,Sin comentarios,29,164.61,4773.69,1.0,10
10300,1,2003-10-04,2003-10-09,2003-10-13,128,1504,S18_1889,Shipped,Sin comentarios,41,63.14,2588.74,5.0,9
10300,2,2003-10-04,2003-10-09,2003-10-13,128,1504,S12_4675,Shipped,Sin comentarios,23,95.58,2198.34,5.0,9
10300,3,2003-10-04,2003-10-09,2003-10-13,128,1504,S12_3380,Shipped,Sin comentarios,29,116.27,3371.83,5.0,9
10300,4,2003-10-04,2003-10-09,2003-10-13,128,1504,S24_3371,Shipped,Sin comentarios,31,52.05,1613.55,5.0,9
10300,5,2003-10-04,2003-10-09,2003-10-13,128,1504,S12_1099,Shipped,Sin comentarios,33,184.84,6099.72,5.0,9
10300,6,2003-10-04,2003-10-09,2003-10-13,128,1504,S12_3990,Shipped,Sin comentarios,22,76.61,1685.42,5.0,9
10300,7,2003-10-04,2003-10-09,2003-10-13,128,1504,S18_3482,Shipped,Sin comentarios,23,144.05,3313.15,5.0,9
10300,8,2003-10-04,2003-10-09,2003-10-13,128,1504,S18_3278,Shipped,Sin comentarios,49,65.94,3231.06,5.0,9
10301,1,2003-10-05,2003-10-08,2003-10-15,299,1504,S24_1046,Shipped,Sin comentarios,27,64.67,1746.09,3.0,10
10301,2,2003-10-05,2003-10-08,2003-10-15,299,1504,S24_3432,Shipped,Sin comentarios,22,86.73,1908.06,3.0,10
10301,3,2003-10-05,2003-10-08,2003-10-15,299,1504,S24_1628,Shipped,Sin comentarios,22,40.75,896.5,3.0,10
10301,4,2003-10-05,2003-10-08,2003-10-15,299,1504,S18_1589,Shipped,Sin comentarios,32,118.22,3783.04,3.0,10
10301,5,2003-10-05,2003-10-08,2003-10-15,299,1504,S18_2870,Shipped,Sin comentarios,22,113.52,2497.44,3.0,10
10301,6,2003-10-05,2003-10-08,2003-10-15,299,1504,S18_3685,Shipped,Sin comentarios,39,137.04,5344.56,3.0,10
10301,7,2003-10-05,2003-10-08,2003-10-15,299,1504,S18_1984,Shipped,Sin comentarios,47,119.49,5616.03,3.0,10
10301,8,2003-10-05,2003-10-08,2003-10-15,299,1504,S18_1129,Shipped,Sin comentarios,37,114.65,4242.05,3.0,10
10301,9,2003-10-05,2003-10-08,2003-10-15,299,1504,S18_3232,Shipped,Sin comentarios,23,135.47,3115.81,3.0,10
10301,10,2003-10-05,2003-10-08,2003-10-15,299,1504,S24_2972,Shipped,Sin comentarios,48,32.1,1540.8,3.0,10
10301,11,2003-10-05,2003-10-08,2003-10-15,299,1504,S24_3856,Shipped,Sin comentarios,50,122.17,6108.5,3.0,10
10302,1,2003-10-06,2003-10-07,2003-10-16,201,1501,S18_1749,Shipped,Sin comentarios,43,166.6,7163.8,1.0,10
10302,2,2003-10-06,2003-10-07,2003-10-16,201,1501,S18_4409,Shipped,Sin comentarios,38,82.83,3147.54,1.0,10
10302,3,2003-10-06,2003-10-07,2003-10-16,201,1501,S18_4933,Shipped,Sin comentarios,23,70.56,1622.88,1.0,10
10302,4,2003-10-06,2003-10-07,2003-10-16,201,1501,S24_2887,Shipped,Sin comentarios,45,104.52,4703.4,1.0,10
10302,5,2003-10-06,2003-10-07,2003-10-16,201,1501,S24_2766,Shipped,Sin comentarios,49,75.42,3695.58,1.0,10
10302,6,2003-10-06,2003-10-07,2003-10-16,201,1501,S24_3191,Shipped,Sin comentarios,48,74.48,3575.04,1.0,10
10303,1,2004-10-06,2004-10-09,2004-10-14,484,1702,S24_3969,Shipped,Customer inquired about remote controlled models and gold models.,24,35.7,856.8,3.0,8
10303,2,2004-10-06,2004-10-09,2004-10-14,484,1702,S18_2248,Shipped,Customer inquired about remote controlled models and gold models.,46,56.91,2617.86,3.0,8
10304,1,2004-10-11,2004-10-17,2004-10-20,256,1370,S700_2824,Shipped,Sin comentarios,40,80.92,3236.8,6.0,9
10304,2,2004-10-11,2004-10-17,2004-10-20,256,1370,S32_3522,Shipped,Sin comentarios,36,52.36,1884.96,6.0,9
10304,3,2004-10-11,2004-10-17,2004-10-20,256,1370,S12_1666,Shipped,Sin comentarios,39,117.54,4584.06,6.0,9
10304,4,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_4668,Shipped,Sin comentarios,34,44.27,1505.18,6.0,9
10304,5,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_1097,Shipped,Sin comentarios,46,106.17,4883.82,6.0,9
10304,6,2004-10-11,2004-10-17,2004-10-20,256,1370,S10_1949,Shipped,Sin comentarios,47,201.44,9467.68,6.0,9
10304,7,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_2949,Shipped,Sin comentarios,46,98.27,4520.42,6.0,9
10304,8,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_3136,Shipped,Sin comentarios,26,90.06,2341.56,6.0,9
10304,9,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_2957,Shipped,Sin comentarios,24,54.34,1304.16,6.0,9
10304,10,2004-10-11,2004-10-17,2004-10-20,256,1370,S24_4258,Shipped,Sin comentarios,33,80.83,2667.39,6.0,9
10304,11,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_3320,Shipped,Sin comentarios,38,95.24,3619.12,6.0,9
10304,12,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_1367,Shipped,Sin comentarios,37,46.9,1735.3,6.0,9
10304,13,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_1342,Shipped,Sin comentarios,37,95.55,3535.35,6.0,9
10304,14,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_2795,Shipped,Sin comentarios,20,141.75,2835.0,6.0,9
10304,15,2004-10-11,2004-10-17,2004-10-20,256,1370,S24_2022,Shipped,Sin comentarios,44,42.11,1852.84,6.0,9
10304,16,2004-10-11,2004-10-17,2004-10-20,256,1370,S24_1937,Shipped,Sin comentarios,23,29.21,671.83,6.0,9
10304,17,2004-10-11,2004-10-17,2004-10-20,256,1370,S18_2325,Shipped,Sin comentarios,24,102.98,2471.52,6.0,9
10305,1,2004-10-13,2004-10-15,2004-10-22,286,1216,S24_4048,Shipped,Check on availability.,36,118.28,4258.08,2.0,9
10305,2,2004-10-13,2004-10-15,2004-10-22,286,1216,S24_1444,Shipped,Check on availability.,45,48.55,2184.75,2.0,9
10305,3,2004-10-13,2004-10-15,2004-10-22,286,1216,S50_1392,Shipped,Check on availability.,42,109.96,4618.32,2.0,9
10305,4,2004-10-13,2004-10-15,2004-10-22,286,1216,S18_2238,Shipped,Check on availability.,27,132.62,3580.74,2.0,9
10305,5,2004-10-13,2004-10-15,2004-10-22,286,1216,S12_4473,Shipped,Check on availability.,38,107.84,4097.92,2.0,9
10305,6,2004-10-13,2004-10-15,2004-10-22,286,1216,S24_2840,Shipped,Check on availability.,48,30.76,1476.48,2.0,9
10305,7,2004-10-13,2004-10-15,2004-10-22,286,1216,S32_2509,Shipped,Check on availability.,40,48.7,1948.0,2.0,9
10305,8,2004-10-13,2004-10-15,2004-10-22,286,1216,S18_2319,Shipped,Check on availability.,36,117.82,4241.52,2.0,9
10305,9,2004-10-13,2004-10-15,2004-10-22,286,1216,S18_3232,Shipped,Check on availability.,37,160.87,5952.19,2.0,9
10305,10,2004-10-13,2004-10-15,2004-10-22,286,1216,S24_2300,Shipped,Check on availability.,24,107.34,2576.16,2.0,9
10305,11,2004-10-13,2004-10-15,2004-10-22,286,1216,S18_2432,Shipped,Check on availability.,41,58.95,2416.95,2.0,9
10305,12,2004-10-13,2004-10-15,2004-10-22,286,1216,S32_1268,Shipped,Check on availability.,28,94.38,2642.64,2.0,9
10305,13,2004-10-13,2004-10-15,2004-10-22,286,1216,S10_4962,Shipped,Check on availability.,38,130.01,4940.38,2.0,9
10305,14,2004-10-13,2004-10-15,2004-10-22,286,1216,S18_4600,Shipped,Check on availability.,22,112.6,2477.2,2.0,9
10306,1,2004-10-14,2004-10-17,2004-10-21,187,1501,S700_2610,Shipped,Sin comentarios,43,62.16,2672.88,3.0,7
10306,2,2004-10-14,2004-10-17,2004-10-21,187,1501,S24_3151,Shipped,Sin comentarios,31,76.12,2359.72,3.0,7
10306,3,2004-10-14,2004-10-17,2004-10-21,187,1501,S700_1138,Shipped,Sin comentarios,50,61.34,3067.0,3.0,7
10306,4,2004-10-14,2004-10-17,2004-10-21,187,1501,S700_3505,Shipped,Sin comentarios,32,99.17,3173.44,3.0,7
10306,5,2004-10-14,2004-10-17,2004-10-21,187,1501,S700_3962,Shipped,Sin comentarios,30,87.39,2621.7,3.0,7
10306,6,2004-10-14,2004-10-17,2004-10-21,187,1501,S72_3212,Shipped,Sin comentarios,35,48.05,1681.75,3.0,7
10306,7,2004-10-14,2004-10-17,2004-10-21,187,1501,S24_2011,Shipped,Sin comentarios,29,109.37,3171.73,3.0,7
10306,8,2004-10-14,2004-10-17,2004-10-21,187,1501,S18_4522,Shipped,Sin comentarios,39,85.14,3320.46,3.0,7
10306,9,2004-10-14,2004-10-17,2004-10-21,187,1501,S18_3140,Shipped,Sin comentarios,32,114.74,3671.68,3.0,7
10306,10,2004-10-14,2004-10-17,2004-10-21,187,1501,S700_1938,Shipped,Sin comentarios,38,73.62,2797.56,3.0,7
10306,11,2004-10-14,2004-10-17,2004-10-21,187,1501,S18_3259,Shipped,Sin comentarios,40,83.7,3348.0,3.0,7
10306,12,2004-10-14,2004-10-17,2004-10-21,187,1501,S12_3891,Shipped,Sin comentarios,20,145.34,2906.8,3.0,7
10306,13,2004-10-14,2004-10-17,2004-10-21,187,1501,S12_1108,Shipped,Sin comentarios,31,182.86,5668.66,3.0,7
10306,14,2004-10-14,2004-10-17,2004-10-21,187,1501,S12_3148,Shipped,Sin comentarios,34,145.04,4931.36,3.0,7
10306,15,2004-10-14,2004-10-17,2004-10-21,187,1501,S50_1514,Shipped,Sin comentarios,34,51.55,1752.7,3.0,7
10306,16,2004-10-14,2004-10-17,2004-10-21,187,1501,S18_4027,Shipped,Sin comentarios,23,126.39,2906.97,3.0,7
10306,17,2004-10-14,2004-10-17,2004-10-21,187,1501,S32_3207,Shipped,Sin comentarios,46,60.28,2772.88,3.0,7
10307,1,2004-10-14,2004-10-20,2004-10-23,339,1188,S18_1662,Shipped,Sin comentarios,39,135.61,5288.79,6.0,9
10307,2,2004-10-14,2004-10-20,2004-10-23,339,1188,S24_2841,Shipped,Sin comentarios,25,58.23,1455.75,6.0,9
10307,3,2004-10-14,2004-10-20,2004-10-23,339,1188,S24_3420,Shipped,Sin comentarios,22,64.44,1417.68,6.0,9
10307,4,2004-10-14,2004-10-20,2004-10-23,339,1188,S72_1253,Shipped,Sin comentarios,34,44.2,1502.8,6.0,9
10307,5,2004-10-14,2004-10-20,2004-10-23,339,1188,S700_2047,Shipped,Sin comentarios,34,81.47,2769.98,6.0,9
10307,6,2004-10-14,2004-10-20,2004-10-23,339,1188,S18_3856,Shipped,Sin comentarios,48,92.11,4421.28,6.0,9
10307,7,2004-10-14,2004-10-20,2004-10-23,339,1188,S18_3029,Shipped,Sin comentarios,31,71.4,2213.4,6.0,9
10307,8,2004-10-14,2004-10-20,2004-10-23,339,1188,S24_3816,Shipped,Sin comentarios,22,75.47,1660.34,6.0,9
10307,9,2004-10-14,2004-10-20,2004-10-23,339,1188,S10_4757,Shipped,Sin comentarios,22,118.32,2603.04,6.0,9
10308,1,2004-10-15,2004-10-20,2004-10-24,319,1323,S10_4698,Shipped,Customer requested that FedEx Ground is used for this shipping,20,187.85,3757.0,5.0,9
10308,2,2004-10-15,2004-10-20,2004-10-24,319,1323,S10_2016,Shipped,Customer requested that FedEx Ground is used for this shipping,34,115.37,3922.58,5.0,9
10308,3,2004-10-15,2004-10-20,2004-10-24,319,1323,S18_2625,Shipped,Customer requested that FedEx Ground is used for this shipping,34,48.46,1647.64,5.0,9
10308,4,2004-10-15,2004-10-20,2004-10-24,319,1323,S24_2000,Shipped,Customer requested that FedEx Ground is used for this shipping,47,68.55,3221.85,5.0,9
10308,5,2004-10-15,2004-10-20,2004-10-24,319,1323,S32_1374,Shipped,Customer requested that FedEx Ground is used for this shipping,24,99.89,2397.36,5.0,9
10308,6,2004-10-15,2004-10-20,2004-10-24,319,1323,S700_2834,Shipped,Customer requested that FedEx Ground is used for this shipping,31,100.85,3126.35,5.0,9
10308,7,2004-10-15,2004-10-20,2004-10-24,319,1323,S18_2581,Shipped,Customer requested that FedEx Ground is used for this shipping,27,81.95,2212.65,5.0,9
10308,8,2004-10-15,2004-10-20,2004-10-24,319,1323,S24_4278,Shipped,Customer requested that FedEx Ground is used for this shipping,44,71.73,3156.12,5.0,9
10308,9,2004-10-15,2004-10-20,2004-10-24,319,1323,S24_1785,Shipped,Customer requested that FedEx Ground is used for this shipping,31,99.57,3086.67,5.0,9
10308,10,2004-10-15,2004-10-20,2004-10-24,319,1323,S32_4289,Shipped,Customer requested that FedEx Ground is used for this shipping,46,61.22,2816.12,5.0,9
10308,11,2004-10-15,2004-10-20,2004-10-24,319,1323,S50_1341,Shipped,Customer requested that FedEx Ground is used for this shipping,47,37.09,1743.23,5.0,9
10308,12,2004-10-15,2004-10-20,2004-10-24,319,1323,S700_1691,Shipped,Customer requested that FedEx Ground is used for this shipping,21,73.07,1534.47,5.0,9
10308,13,2004-10-15,2004-10-20,2004-10-24,319,1323,S700_3167,Shipped,Customer requested that FedEx Ground is used for this shipping,21,79.2,1663.2,5.0,9
10308,14,2004-10-15,2004-10-20,2004-10-24,319,1323,S700_2466,Shipped,Customer requested that FedEx Ground is used for this shipping,35,88.75,3106.25,5.0,9
10308,15,2004-10-15,2004-10-20,2004-10-24,319,1323,S700_4002,Shipped,Customer requested that FedEx Ground is used for this shipping,39,62.93,2454.27,5.0,9
10308,16,2004-10-15,2004-10-20,2004-10-24,319,1323,S24_3949,Shipped,Customer requested that FedEx Ground is used for this shipping,43,58.0,2494.0,5.0,9
10309,1,2004-10-15,2004-10-18,2004-10-24,121,1504,S50_4713,Shipped,Sin comentarios,28,74.04,2073.12,3.0,9
10309,2,2004-10-15,2004-10-18,2004-10-24,121,1504,S24_2360,Shipped,Sin comentarios,24,59.56,1429.44,3.0,9
10309,3,2004-10-15,2004-10-18,2004-10-24,121,1504,S32_4485,Shipped,Sin comentarios,50,93.89,4694.5,3.0,9
10309,4,2004-10-15,2004-10-18,2004-10-24,121,1504,S12_2823,Shipped,Sin comentarios,26,144.6,3759.6,3.0,9
